model_id,alias,model_name,brand_id,class_id,narrative,status,abbreviation,quickbook_model_id,model_path,is_active,updated_by,updated_date
7175,Nicaragua,Nicaragua,1179,87,"<p>You know the name. When this Nicaraguan Cohiba came to market it received a 91 rating for starters. When Cuban Cohiba smokers tried it they did a double take! When I was given a small corona to try, I couldn't believe the robust yet smooth full bodied taste of this little guy! If you're a mild to medium guy, move away from this one unless youre game for an eye opening experience and introduction to a whole new level of taste. Buckle Up!&nbsp;</p><p>Wrapper: Honduran Colorado Oscuro<br>Binder: Nicaragua<br>Filler: Nicaragua</p>",active,NICARAGU,80001D8F-1495123613,cohiba-nicaragua,1,121,"2022-12-27 09:03:41"
7176,Honey,Honey,1085,93,NULL,inactive,DUT:HONEY,80001D93-1495126286,dutch-masters-honey,0,98,"2023-11-10 05:31:02"
7177,"Swisher Sweets Pack","Swisher Sweets Pack",1360,86,NULL,inactive,SWIS,80001D99-1495126604,swisher-sweets-swisher-sweets-pack,0,98,"2023-11-10 05:31:02"
7178,"Excalibur Cameroon","Excalibur Cameroon",1126,86,NULL,active,EXCALIB,80001D9B-1495130275,hoyo-de-monterrey-excalibur-cameroon,1,1,"2022-05-01 05:24:51"
7179,"Excalibur Dark Knight","Excalibur Dark Knight",1126,87,NULL,inactive,EXCALIBU,80001D9C-1495130311,hoyo-de-monterrey-excalibur-dark-knight,0,106,"2023-11-10 05:31:02"
7180,"Excalibur EC","Excalibur EC.",1126,87,NULL,active,EXCALIBUR,80001D9E-1495130601,hoyo-de-monterrey-excalibur-ec,1,87,"2022-10-14 13:45:36"
7181,Signature,Signature,1223,86,,active,SIGN,80001D9F-1495131727,punch-signature,1,98,"2023-01-06 12:11:27"
7182,"Rare Corojo","Rare Corojo",1223,86,"It’s hard to believe this amazing cigar is nearing 20 years of production. This full-bodied strong tasting box-pressed stick is a connoisseurs delight. The complex, proprietary blend has remained consistent for years yielding thick aromatic smoke and a rich robust flavor that gains in intensity as you move along. The Pitas are my favorite. Try a five-pack and see for yourself. Buckle Up!
 
 Most importantly, please understand that certain sizes of this great cigar may run in and out of stock based on production. If you have a favorite and we have it…Get It! If you want to try them for the first time, pick one that’s available and enjoy!
 
 Origin - Honduras
 Filler - Honduran, Nicaraguan, and Dominican
 Binder - USA Grown Connecticut Broadleaf
 Wrapper Type - Ecuadorian Grown Sumatran",active,RAREC,80001DA0-1495131802,punch-rare-corojo,1,1,"2022-05-02 03:22:19"
7183,"Gran Puro","Gran Puro",1223,86,"<p>This medium to full bodied edition came to market in 2012 attaining a Top 25 status and again in 2016 receiving a 93 rating in January of 2017. This Honduran purebred proved yet again how well General Cigar has crafted the Punch line over time. The prime cut wrapper leaves in this stick yield an ultra high nicotine content and oily texture. This is easily one of the most potent Punch blends with complex natural tobacco flavor that gains noticeable strength as you move along. Buckle Up! Origin - Honduras Filler - Honduran Binder - Honduran Sungrown Wrapper Type - Havana Seed Sungrown Honduran</p>",active,GRANPU,80001DA1-1495131921,punch-gran-puro,1,98,"2023-01-06 12:11:40"
7184,"Gran Cru","Gran Cru",1223,86,NULL,inactive,GRANC,80001DA2-1495132000,punch-gran-cru,0,98,"2023-11-10 05:31:02"
7185,Deluxe,Deluxe,1223,86,"<p>You definitely know the name. The Punch brand has been around forever and continues to create offerings appealing to a wider array of smokers tastes. This Chateau series contains a proprietary four country blend requiring a big commitment of time to enjoy it. These complex medium to full bodied sticks gain noticeable strength and intensity from beginning to end. It seems like they goes on forever with the Maduro edition being at the top of the scale. Origin - Honduras Filler - Dominican-Honduran-Nicaraguan Binder - Connecticut Broadleaf Wrapper Type - Connecticut Broadleaf</p>",active,DELUXE,80001DA3-1495132301,punch-deluxe,1,98,"2023-01-06 12:11:54"
7186,"Serie R Esteli","Serie R Esteli",1214,86,"<p>I’m a huge fan of this brand. I have not been a fan of their increasing prices. When this edition was launched in 2015, not only did I feel it was the best one I ever smoked, I was delighted at the affordable everyday price. Getting a 91 rating and being named one of the top 25 cigars of the year was a statement that I wasn’t alone. I feel this stick ranks as one of the greatest Cuban style, medium to full bodied cigars available on our whole site. If I could give it a sixth star, I would ! Enough said. Buckle up! Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Connecticut Broadleaf</p>",active,SERIERE,80001DAB-1495288985,la-gloria-cubana-serie-r-esteli,1,98,"2022-12-23 15:10:58"
7187,"Serie R Natural","Serie R Natural",1214,86,,active,SERIERN,80001DAC-1495289223,la-gloria-cubana-serie-r-natural,1,98,"2022-12-23 15:11:22"
7188,"Serie N","Serie N",1214,87,NULL,inactive,SERIEN,80001DAD-1495289322,la-gloria-cubana-serie-n,0,106,"2023-11-10 05:31:02"
7189,MX2,MX2,1095,86,"<p>This edition was produced over 15 years ago to achieve one purpose; to test the capability of your taste buds! This dark, oily, full bodied stick achieves its goal via a five country blend of fillers and binder with a serious twist. Underneath the ominous looking USA grown Connecticut Broadleaf Maduro wrapper lies an even darker Brazilian Maduro one. While this total combination produces undertones of sweetness, spice and espresso…..it’s a very strong stick! Buckle up! Origin - Nicaragua Filler - Dominican-Honduran-Nicaraguan-Peruvian Binder - Brazil Wrapper Type - Brazilian-Connecticut Broadleaf-Maduro</p>",active,MX2,80001DB1-1495290960,cao-mx2,1,98,"2022-12-20 17:21:57"
7190,Italia,Italia,1095,86,"<p>CAO’s World Series has been a huge success giving us cigars using tobaccos from all over the globe. This is my favorite edition of the series and its not because I’m Italian!! The addition of rarely grown Italian long filler leaves to this stick’s mix produced a 92 rated full bodied, thickly sweet and spicy, bold masterpiece. The large volume of wonderfully aromatic smoke is perfectly matched to its long finish. Origin - Honduras Filler - Italian-Nicaraguan-Peruvian Binder - Honduran Wrapper Type - Habano Maduro</p>",active,ITA,80001DB2-1495291186,cao-italia,1,98,"2022-12-20 17:23:25"
7191,Brazilia,Brazilia,1095,86,"<p>CAOs World series has been a huge success bringing us cigars using the best tobacco from many countries. The 90+ rated Brazil edition continues this experience by using the finest Brazilian Maduro wrapper leaves cut from the top of the plant and then triple fermented. The result is awesome. Yes, its a full bodied stick. What makes it stand out is that its a cool burn to the finish. Origin - Honduras Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Brazilian-Maduro</p>",active,BRAZIL,80001DB3-1495291312,cao-brazilia,1,98,"2022-12-20 17:23:52"
7192,America,America,1095,86,"<p>Yes, youre right! This terrific cigar has two different wrappers! Its what we call a barber pole! The America edition is part of CAOs World series. This 92 rated stick has a four country blend including tobacco from Italy! This combination along with a Connecticut Broadleaf wrapper gives this smoke a very unique medium to full bodied taste with a bit of sweetness. Be Patriotic and give it a try! Origin - Honduras Filler - Dominican-Italian-Nicaraguan-United States Binder - Brazil Wrapper Type - Connecticut-Connecticut Broadleaf</p>",active,AMERI,80001DB4-1495291563,cao-america,1,98,"2022-12-20 17:24:10"
7193,Maduro,Maduro,1095,86,"<p>Formally known as the CAO L’Anniversaire Maduro, this 90 rated cigar is an under the radar, old school favorite for countless fans of which I’m one. It’s perfectly constructed, slow burning and has a splendid draw. You can sense an almost honey like taste mixed with espresso. It’s truly a rich flavored dark stick that gets a little spicy as you move along. I recommend a five pack of any size to see for yourself. Origin - Nicaragua Filler - Dominican Republic-Nicaragua Binder - Ecuador Sumatra Wrapper Type - Connecticut Broadleaf</p>",active,CAO:MADURO,80001DB5-1495291614,cao-maduro,1,98,"2022-12-20 17:24:30"
7194,Cameroon,Cameroon,1095,86,"<p>When most people think cigar leaf wrapper they think Connecticut. And rightly so. What many don’t know is that the wrapper from Cameroon Africa is amazing! This long produced, under the radar 92 rated smoke is a mild to medium bodied joy to behold. It’s well made, box pressed construction is smooth and tasty. I recommend a five pack of Toros offering you a truly great cigar for a more than fair price. Put one aside in your humidor for six months and give yourself a real treat when you smoke it! Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Cameroon</p>",active,CAMER,80001DB6-1495291667,cao-cameroon,1,98,"2022-12-20 17:27:30"
7195,Gold,Gold,1095,86,"Here we are looking at the first entry that started the CAO cigar line over 20 years ago long before General Cigar purchased the brand from the family that started the company. This mild to medium bodied stick has actually gotten better over the recent years. If you’ve tossed them aside years ago, you may want to revisit the recently reviewed 91 rated torpedo for starters. This expertly made, perfectly drawing stick has evolved into a consistently smooth, complex tasting winner that still offers a rich smoking experience after so many years.



Origin - Nicaragua

Filler - Nicaraguan

Binder - Nicaraguan

Wrapper Type - Ecuador Connecticut",active,CAO:GOLD,80001DB7-1495291717,cao-gold,1,1,"2022-05-02 03:21:48"
7196,"Gold Maduro","Gold Maduro",1095,86,"<p>This dark coated counterpart to it’s Natural cousin still retains the smooth character of the Original with a bit of a boost into the medium flavor range Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Brazilian</p>",active,GOLDM,80001DB8-1495291899,cao-gold-maduro,1,98,"2022-12-20 17:28:06"
7197,"Osa Sol","Osa Sol",1095,86,,active,OSA,80001DB9-1495291978,cao-osa-sol,1,1,"2022-05-02 03:22:33"
7198,Flathead,Flathead,1095,86,"CAO introduced the Flathead into the marketplace and received a 90+ rating immediately!

This solid medium to full bodied cigar is a box pressed beauty. It’s dark oily wrapper encloses a terrific blend of fillers and binders that yields a great draw, slow burn and robust taste. The PISTON is one of my favorite smokes. It’s long length result in a cool smoke combined with its smaller ring allows you to get a great taste immediately after lighting it up. Wonderful with a single malt!

Origin - Nicaragua

Filler - Dominican-Nicaraguan

Binder - Connecticut Habano

Wrapper Type - Connecticut Broadleaf",active,FLA,80001DBA-1495292049,cao-flathead,1,1,"2022-05-02 03:21:49"
7199,"Steel Horse","Steel Horse",1095,86,"<p>I rode a motorcycle for many years until I decided the risk wasn’t worth the thrill so I got a kick out of this editions entry after the introduction of the absolutely amazing original Flathead. I loved the packaging and its theme but I’m sorry to say not the cigar so much. But hey…that’s just me. If you’re a fan of this stick, I apologize. It just seemed that the five country blend didn’t produce anything like the original considering its price and name. Origin - Nicaragua Filler - Dominican-Honduran-Nicaraguan Binder - Brazil Wrapper Type - Connecticut Broadleaf</p>",active,STE,80001DBB-1495292173,cao-steel-horse,1,98,"2022-12-20 17:28:38"
7200,Colombia,Colombia,1095,86,"<p>CAOs World Series has been a huge success giving us cigars using tobaccos from all over the globe. This 92 rated Columbia edition utilizes a blend of Colombian and Brazilian leaves found nowhere else. But I think the key to this amazing, medium bodied cigar is the Cameroon African binder. Origin - Nicaragua Filler - Brazilian-Colombian Binder - Cameroon Wrapper Type - Honduran-Nicaraguan</p>",active,COLO,80001DBC-1495292249,cao-colombia,1,98,"2022-12-20 17:28:55"
7201,Pilon,Pilon,1095,86,"<p>This edition’s claim to taste fame is the seldom used method of circular leaf fermentation where the leaves are spread out as opposed to age in bunches. The result is a real nice 90 rated smoke producing a complex medium to full bodied flavor with a great blend of sweetness and spice. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Ecuador Habano</p>",active,PILON,80001DBD-1495292287,cao-pilon,1,98,"2022-12-20 17:29:10"
7202,Cherrybomb,Cherrybomb,1174,86,"<p>Looking for something completely different? CAO Flavour editions are well made, very mild, nice diversions that can be appreciated and enjoyed for what they are. This Cherrybomb style is just what it says. As soon as you light them up, you’re mouth is filled with a bunch of very defined cherry flavors. Origin - Dominican Republic Filler - Dominican Binder - Connecticut Broadleaf Wrapper Type - Cameroon</p>",active,CHER,80001DBE-1495292395,cao-flavors-cherrybomb,1,98,"2022-12-20 17:38:03"
7203,Moontrance,Moontrance,1174,86,"Looking for something completely different? CAO Flavour editions are well made, very mild, nice diversions that can be appreciated and enjoyed for what they are.

This Moontrance style uses a variety of natural extracts and a four country blend including a wonderful Cameroon African wrapper. The result is a smooth sweetness that’s not overpowering and very enjoyable.



Origin - Dominican Republic

Filler - Dominican-Nicaraguan

Binder - Connecticut Broadleaf-Nicaraguan



Wrapper Type - Cameroon",active,MOO,80001DBF-1495292434,cao-flavors-moontrance,1,124,"2023-02-08 14:10:06"
7204,"Eileen's Dream","Eileen's Dream",1174,86,"<p>This Eileen’s Dream style is probably the best accomplishment of the group. Think infusing what’s good about Bailey’s Irish Creme, Coco Lopez and Vanilla Ice cream along with milk chocolate and you’ll get the idea of what this great little stick is all about. Origin - Dominican Republic Filler - Dominican-Nicaraguan Binder - Nicaraguan Wrapper Type - Cameroon</p>",active,EIL,80001DC0-1495292521,cao-flavors-eileens-dream,1,98,"2022-12-20 17:38:20"
7205,Solfyre,Solfyre,1095,87,"<p>Looking for something completely different? CAO Flavour editions are well made, very mild, nice diversions that can be appreciated and enjoyed for what they are. This Solfyre style combines Dominican tobacco flavor with spicy sweet cinnamon and the peaty body of blended whiskey. Origin - Dominican Republic Filler - Dominican Binder - Connecticut Broadleaf Wrapper Type - Cameroon</p>",inactive,SOL,80001DC1-1495292621,cao-solfyre,0,98,"2023-11-10 05:31:02"
7206,"Bella Vanilla","Bella Vanilla",1174,86,"<p>Looking for something completely different? CAO Flavour editions are well made, very mild, nice diversions that can be appreciated and enjoyed for what they are. This Bella Vanilla style’s tobacco blend has been infused with the extract of Madagascar beans which are well known as being the Rolls Royce of the plant. Enough said. Origin - Dominican Republic Filler - Dominican Binder - Connecticut Broadleaf Wrapper Type - Cameroon</p>",active,BELL,80001DC2-1495292681,cao-flavors-bella-vanilla,1,98,"2022-12-20 17:38:36"
7207,Margaritaville,Margaritaville,1095,87,,inactive,MARG,80001DC3-1495292745,cao-margaritaville,0,98,"2023-11-10 05:31:02"
7208,"Dunhill Heritage","Dunhill Heritage",1441,86,NULL,inactive,DUNHI,80001DC5-1495294368,dunhill-brand-dunhill-heritage,0,1,"2023-11-10 05:31:02"
7209,"Dunhill Aged","Dunhill Aged",1441,86,NULL,inactive,DUNHIL,80001DC6-1495294471,dunhill-brand-dunhill-aged,0,1,"2023-11-10 05:31:02"
7210,Habano,Habano,1283,86,"<p>The Odyssey line is a super value priced array of everyday cigars brought to us by Premium powerhouse General Cigar. When the makers of Macanudo, Partagas and Punch…to name a few, decided to produce a well made economical smoke for everyone’s taste, they hit the mark! If you’re a fan of well balanced medium bodied cigars, The Habano blend is for you! Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Habano</p>",active,ODY:HABANO,80001DC7-1495294734,odyssey-bundle-habano,1,106,"2023-01-04 16:45:53"
7211,Too,Too,1192,86,"<p>Soon after the introduction of the original Chillin’ Moose line, Foundry quickly launched the Dominican made Chillin’ Moose Too. While this edition uses the same Nicaraguan Fillers and binder as the Original, the addition of a dark and oily Connecticut Broadleaf wrapper amps up the overall strength and intensity. This heartier more robust smoke is a solid medium bodied entry offered at the same great price.&nbsp;</p>",active,TOO,80001DC8-1495295272,foundry-chillin-moose-too,1,98,"2022-12-22 12:00:52"
7212,Original,Original,1192,86,"<p>The Nicaraguan made Chillin’ Moose Original is a five country blend of selected tobaccos adding up to a mild-medium, complex and enjoyable cigar at a more than fair price.&nbsp;</p><p>WRAPPER: Connecticut Habano Rosado<br>BINDER:Ecuador Sumatra<br>FILLER:Dominican Republic,Nicaragua,USA Broadleaf,San Andres</p><p>&nbsp;</p>",active,FOUN:ORIGINAL,80001DC9-1495295314,foundry-chillin-moose-original,1,98,"2022-12-22 12:00:30"
7213,Maduro,Maduro,1199,86,,active,HEL:MADURO,80001DCA-1495295471,helix-maduro,1,1,"2022-05-02 03:23:01"
7214,Maduro,Maduro,1187,86,"Don Tomas has been around for over 50 years. It had a heritage of being a good cigar for a fair price. Fifteen years ago General Cigar snatched the company up to bring this “Old School” icon back to the glory it deserved.
As with the Original blend, no bells and whistles here. This well made maduro is priced right with a great draw, even burn and a surprisingly complex medium to full bodied flavor.

Origin - Honduras
Filler - Dominican-Honduran-Nicaraguan
Binder - Honduran
Wrapper Type - Connecticut-Connecticut Broadleaf",active,DON:MADURO,80001DCB-1495295743,don-tomas-maduro,1,124,"2023-02-08 10:55:36"
7215,Nicaragua,Nicaragua,1187,86,"<p>Don Tomas has been around for over 50 years. It had a heritage of being a good cigar for a fair price. Fifteen years ago General Cigar snatched the company up to bring this “Old School” icon back to the glory it deserved. As with the Original blend, no bells and whistles here. This well made Nicaraguan edition is priced right with a great draw, even burn and a surprisingly tame full bodied flavor that’s smooth and even. Origin - Nicaragua Filler - Dominican-Nicaraguan Binder - Brazil Wrapper Type - Nicaraguan Jalapa</p>",active,NICARAGUA,80001DCC-1495295804,don-tomas-nicaragua,1,98,"2022-12-22 09:29:18"
7216,Sungrown,Sungrown,1187,86,"<p>Don Tomas has been around for over 50 years. It had a heritage of being a good cigar for a fair price. Fifteen years ago General Cigar snatched the company up to bring this “Old School” icon back to the glory it deserved. As with the Original blend, no bells and whistles here. This well made Sun Grown edition is priced right with a great draw, even burn and a complex medium bodied sweet and spicy flavor . Origin - Honduras Filler - Honduran Binder - Honduran Wrapper Type - Sun Grown</p>",active,DON:SUNGROWN,80001DCD-1495295853,don-tomas-sungrown,1,98,"2022-12-22 09:29:59"
7217,"Double Maduro","Double Maduro",1248,86,,active,DOUBLE,80001DCE-1495296325,sancho-panza-double-maduro,1,1,"2022-05-02 03:23:42"
7218,"Extra Fuerte","Extra Fuerte",1248,86,,active,EXTR,80001DCF-1495296393,sancho-panza-extra-fuerte,1,124,"2023-02-08 12:35:02"
7219,"Java Latte","Java Latte",1221,86,"<p>What our headline doesn’t state about the great Java Brand is that this cigar was a joint collaboration between Rocky Patel and Jonathan Drew of Drew Estate fame! These two masters created a brand that is still going strong after 16 years! The Latte edition blend has been ever so slowly infused with just more than a hint of Mocha Java. This medium bodied, very smooth and deceivingly sweet cigar also has an amazing aroma as well. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Nicaraguan</p>",active,JAVA,80001DD0-1495299110,rocky-patel-java-latte,1,98,"2023-01-05 17:28:35"
7220,"Java Maduro","Java Maduro",1221,86,"<p>What our headline doesn’t state about the great Java Brand is that this cigar was a joint collaboration between Rocky Patel and Jonathan Drew of Drew Estate fame! These two masters created a brand that is still going strong after 16 years! Don’t let the dark, oily Maduro wrapper scare you! This Java style’s long fillers have been slightly infused with Espresso and Cocoa beans offering you the classic smooth Java medium bodied signature taste combined with a chocolatey coffee twist! A perfect match with any after dinner drink! Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Brazilian</p>",active,JAVAM,80001DD1-1495299203,rocky-patel-java-maduro,1,98,"2023-01-05 17:28:49"
7221,"Java Mint","Java Mint",1221,86,"<p>What our headline doesn’t state about the great Java Brand is that this cigar was a joint collaboration between Rocky Patel and Jonathan Drew of Drew Estate fame! These two masters created a brand that is still going strong after 16 years! The Mint edition blend has been ever so slowly infused with just more than a hint of peppermint. To me, it’s like a bit of York Peppermint Patty! This medium bodied, very smooth and slightly sweet cigar is a real after dinner treat! Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Brazilian</p>",active,JAVAMI,80001DD2-1495299280,rocky-patel-java-mint,1,98,"2023-01-05 17:29:06"
7222,Sampler,Sampler,1221,86,,active,ROC:SAMPLER,80001DD3-1495299400,rocky-patel-sampler,1,98,"2023-01-05 17:29:25"
7223,"Rocky Patel 10th Anniversary","Rocky Patel 10th Anniversary",1221,86,NULL,inactive,ROCKYP,80001DD4-1495299639,rocky-patel-rocky-patel-10th-anniversary,0,1,"2023-11-10 05:31:02"
7224,"15th Anniversary","15th Anniversary",1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry, I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! One of the keys to Rocky’s success over the years is the number of choices he continues to create for all of us to enjoy. When this edition launched in 2010, shortly after it was awarded the #6 Best Cigar of 2011. Then in 2018 it garnered another top 25 placement. All along the way getting 90+ ratings year after year. This still amazing medium-full bodied stick is jammed packed with tobacco yielding a slow, smooth burn that increases in intensity as you move along. If youre a fan of Rockys stuff youve tried it. If youre not, you will be after trying it! Enough said! Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Ecuador Habano</p>",active,15T,80001DD5-1495299691,rocky-patel-15th-anniversary,1,98,"2023-01-05 17:29:41"
7225,"20th Anniversary","20th Anniversary",1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry , I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! One of the keys to Rocky’s success over the years is the number of choices he continues to create for all of us to enjoy. 2015 marked Rockys 20th year in business. This edition was enjoyed by a whole new crop of smokers. Unlike his many medium-full bodied gems, the 20th proved to be a solid medium bodied stick that is rich, slow burning and super smooth. Origin - Honduras Filler - Honduran-Nicaraguan Binder - Coming Soon! Wrapper Type - Honduran</p>",active,20THANNI,80001DD6-1495299785,rocky-patel-20th-anniversary,1,98,"2023-01-05 17:30:19"
7226,"Catch 22","Catch 22",1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry , I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! We all love Rocky Patel Cigars. Over the years he’s provided a style for everyone’s taste. What most of us will agree to is that you get what you pay for and you have to pony up real money for one of his signature sticks. Not that he doesn’t deserve it! When Catch 22 was launched in 2015 everyone did a double take to make sure it was coming from him. This six country blend of tobaccos is expertly made and yields a complex medium bodied flavor for a great price! I recommend a five pack and you’ll see how Rocky got a whole new group of price conscience smokers in his fold. Thanks Rocky! Origin - Honduras Filler - Dominican-Honduran-Mexican-Nicaraguan Binder - Nicaraguan-Sumatra Wrapper Type - Corojo</p>",active,CATC,80001DD7-1495300031,rocky-patel-catch-22,1,98,"2023-01-05 17:31:24"
7227,Decade,Decade,1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry, I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! Rocky’s introduction of this magnificent cigar celebrating his 10th anniversary in business rocked the industry by achieving a 95 rating! This oily wrapped medium to full bodied stick is as great today as it was back then and is still a bestseller. This is a rich, balanced smoke that draws perfectly and burns evenly. For me, I get a bit of cherry, coffee and buttered toast! I highly recommend a five pack of my favorite sized Lonsdales. Origin - Honduras Filler - Honduran Binder - Coming Soon! Wrapper Type - Sumatra</p>",active,DECAD,80001DD8-1495300070,rocky-patel-decade,1,124,"2023-03-16 10:56:24"
7228,"Vintage 10 Yrs 1992","Vintage 10 Yrs 1992",1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry , I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! If you’ve read my posts you know I’m bullish on aging your cigars to enhance their taste. As with the other Vintage series cigars, the ’90 is perfectly box pressed. The big difference is the very dark 10 year old Ecuadorian Sumatra wrapper giving this medium bodied stick a thick smoke that draws and burns perfectly. Origin - Honduras Filler - Dominican-Nicaraguan Binder - Nicaraguan Wrapper Type - Ecuador Sumatra</p>",active,VINTAGE1,80001DDA-1495300524,rocky-patel-vintage-10-yrs-1992,1,98,"2023-01-05 17:32:00"
7229,"Vintage 8 Yrs 2003","Vintage 8 Yrs 2003",1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry , I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! If you’ve read my posts you know I’m bullish on aging your cigars to enhance their taste. This 92 rated style was listed as one of the top 25 cigars in 2017. Not only does it have a beautiful rare Cameroon wrapper, it’s been aged 8 years! The result is a sold medium to full bodied, well rounded smoke that is uncommonly smooth. Origin - Honduras Filler - Dominican-Nicaraguan Binder - Nicaraguan Wrapper Type - Cameroon</p>",active,VINTAGE8,80001DDB-1495300549,rocky-patel-vintage-8-yrs-2003,1,98,"2023-01-05 17:32:21"
7230,"Vintage 7 Yrs 1999","Vintage 7 Yrs 1999",1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry , I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! If you’ve read my posts you know I’m bullish on aging your cigars to enhance their taste. This beauty is encased with a 7 year old Connecticut leaf that tames the Nicaraguan and Dominican filler and binder into a super smooth and mellow smoke. Although it’s definitely a mild to medium bodied smoke, it’s so well rounded and balanced. Origin - Honduras Filler - Dominican-Nicaraguan Binder - Nicaraguan Wrapper Type - Connecticut</p>",active,VINTAGE7,80001DDC-1495300650,rocky-patel-vintage-7-yrs-1999,1,124,"2023-03-28 15:26:26"
7231,"Vintage 12 Yrs 1990","Vintage 12 Yrs 1990",1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry , I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! If you’ve read my posts you know I’m bullish on aging your cigars to enhance their taste. This 93 rated beauty is a rich, medium bodied cigar that remains consistent down to the end. Origin - Honduras Filler - Dominican-Nicaraguan Binder - Nicaraguan Wrapper Type - Connecticut Broadleaf</p>",active,VINTAGE12,80001DDD-1495300817,rocky-patel-vintage-12-yrs-1990,1,98,"2023-01-05 17:33:09"
7232,Sungrown,Sungrown,1221,86,"<p>No one disputes that Rocky Patel is one of the few Titans of the Premium Cigar Industry. Over 20 years ago as he began his quest to get a foothold in the marketplace he actually got in his car and traveled the country visiting high volume Tobacconists unannounced! When he wound up in my store to sell his first entry, I hesitantly took a chance on him. Actually, he was such a nice and appreciative person I couldn’t resist! The rest is cigar history! The sun grown edition is a chameleon like flavor changer. The 5 year old Ecuadorian Sun Grown wrapper gives it a spicy/sweet kind of taste that starts off medium bodied and smoothly escalated to a fuller level. The key word here is smooth. The 90+ rating it has while offering a lower price point is a bonus. I recommend a five pack of petit coronas to wet your whistle with. for starters. And if you do, leave one in your humidor for a year for a real treat! Origin - Honduras Filler - Dominican-Nicaraguan Binder - Nicaraguan Wrapper Type - Ecuador Sumatra</p>",active,ROC:SUNGROWN,80001DDE-1495301209,rocky-patel-sungrown,1,98,"2023-01-05 17:33:28"
