variety_gallery_id,variety_id,original_name,encrypted_name,file_path,width,height,size,default,for_web,order,status,updated_by,updated_date
1576,35117,"Aging Room Quattro Maduro Espressivo_7.png",AGI_QUAT_ESPRESS-3.png,uploads/variety_gallery/AGI_QUAT_ESPRESS-3.png,645,802,861403,0,1,0,active,97,"2022-05-20 15:03:07"
1577,30359,"Butera Royal Dorado 652_3.png",BUT_BUT:VINTAGE_DOR-1.png,uploads/variety_gallery/BUT_BUT:VINTAGE_DOR-1.png,1353,791,897046,0,1,1,active,97,"2022-05-20 15:04:12"
1578,30359,"Butera Royal Dorado 652_6.png",BUT_BUT:VINTAGE_DOR-2.png,uploads/variety_gallery/BUT_BUT:VINTAGE_DOR-2.png,1117,1304,1356774,1,1,2,active,97,"2022-05-20 15:04:13"
1579,30359,"Butera Royal Dorado 652_7.png",BUT_BUT:VINTAGE_DOR-3.png,uploads/variety_gallery/BUT_BUT:VINTAGE_DOR-3.png,663,966,1080134,0,1,0,active,97,"2022-05-20 15:04:14"
1580,30360,"Butera Royal Fumo Dolce_3.png",BUT_BUT:VINTAGE_FUMO-1.png,uploads/variety_gallery/BUT_BUT:VINTAGE_FUMO-1.png,1257,765,889695,0,1,1,active,124,"2023-02-08 14:14:36"
1581,30360,"Butera Royal Fumo Dolce_6.png",BUT_BUT:VINTAGE_FUMO-2.png,uploads/variety_gallery/BUT_BUT:VINTAGE_FUMO-2.png,809,1080,879538,1,1,2,active,124,"2023-02-08 14:14:36"
1582,30360,"Butera Royal Fumo Dolce_7.png",BUT_BUT:VINTAGE_FUMO-3.png,uploads/variety_gallery/BUT_BUT:VINTAGE_FUMO-3.png,666,1019,1001277,0,1,0,active,124,"2023-02-08 14:14:36"
1583,30362,"Butera Royal Poca Bella_3.png",BUT_BUT:VINTAGE_POC-1.png,uploads/variety_gallery/BUT_BUT:VINTAGE_POC-1.png,1160,715,754284,0,1,1,active,97,"2022-05-20 15:04:38"
1584,30362,"Butera Royal Poca Bella_6.png",BUT_BUT:VINTAGE_POC-2.png,uploads/variety_gallery/BUT_BUT:VINTAGE_POC-2.png,1041,1236,1312582,1,1,2,active,97,"2022-05-20 15:04:39"
1585,30362,"Butera Royal Poca Bella_7.png",BUT_BUT:VINTAGE_POC-3.png,uploads/variety_gallery/BUT_BUT:VINTAGE_POC-3.png,534,627,574637,0,1,0,active,97,"2022-05-20 15:04:41"
1586,26322,"Don Mateo 5 Natural_1.png",DONM_NATURALB_5-1.png,uploads/variety_gallery/DONM_NATURALB_5-1.png,552,1086,1037576,0,0,2,active,97,"2022-05-21 10:11:33"
1587,26322,"Don Mateo 5 Natural_3.png",DONM_NATURALB_5-2.png,uploads/variety_gallery/DONM_NATURALB_5-2.png,648,1166,1241046,1,1,1,active,97,"2022-05-21 10:11:34"
1588,26322,"Don Mateo 5 Natural_4.png",DONM_NATURALB_5-3.png,uploads/variety_gallery/DONM_NATURALB_5-3.png,626,1218,1122526,0,1,0,active,97,"2022-05-21 10:11:35"
1589,26323,"Don Mateo 6 Natural_1.png",DONM_NATURALB_DONM:6-1.png,uploads/variety_gallery/DONM_NATURALB_DONM:6-1.png,620,1135,1209097,0,1,2,active,97,"2022-05-21 10:11:57"
1590,26323,"Don Mateo 6 Natural_3.png",DONM_NATURALB_DONM:6-2.png,uploads/variety_gallery/DONM_NATURALB_DONM:6-2.png,716,1227,1401207,1,1,1,active,97,"2022-05-21 10:11:59"
1591,26323,"Don Mateo 6 Natural_4.png",DONM_NATURALB_DONM:6-3.png,uploads/variety_gallery/DONM_NATURALB_DONM:6-3.png,703,1266,1197166,0,1,0,active,97,"2022-05-21 10:12:01"
1592,26324,"Don Mateo 7 Natural_1.png",DONM_NATURALB_DONM:7-1.png,uploads/variety_gallery/DONM_NATURALB_DONM:7-1.png,759,1054,1410944,0,1,2,active,97,"2022-05-21 10:12:20"
1593,26324,"Don Mateo 7 Natural_3.png",DONM_NATURALB_DONM:7-2.png,uploads/variety_gallery/DONM_NATURALB_DONM:7-2.png,867,1158,1649467,1,1,1,active,97,"2022-05-21 10:12:21"
1594,26324,"Don Mateo 7 Natural_4.png",DONM_NATURALB_DONM:7-3.png,uploads/variety_gallery/DONM_NATURALB_DONM:7-3.png,894,1078,1299799,0,1,0,active,97,"2022-05-21 10:12:23"
1595,26325,"Don Mateo 8 Natural_1.png",DONM_NATURALB_DONM:8-1.png,uploads/variety_gallery/DONM_NATURALB_DONM:8-1.png,646,1085,1226955,0,1,2,active,97,"2022-05-21 10:12:42"
1596,26325,"Don Mateo 8 Natural_3.png",DONM_NATURALB_DONM:8-2.png,uploads/variety_gallery/DONM_NATURALB_DONM:8-2.png,737,1170,1433389,1,1,1,active,97,"2022-05-21 10:12:43"
1597,26325,"Don Mateo 8 Natural_4.png",DONM_NATURALB_DONM:8-3.png,uploads/variety_gallery/DONM_NATURALB_DONM:8-3.png,746,1179,1190047,0,1,0,active,97,"2022-05-21 10:12:45"
1598,26326,"Don Mateo 9 Natural_1.png",DONM_NATURALB_9-1.png,uploads/variety_gallery/DONM_NATURALB_9-1.png,587,1119,1112894,0,1,2,active,97,"2022-05-21 10:13:07"
1599,26326,"Don Mateo 9 Natural_3.png",DONM_NATURALB_9-2.png,uploads/variety_gallery/DONM_NATURALB_9-2.png,691,1181,1278972,1,1,1,active,97,"2022-05-21 10:13:08"
1600,26326,"Don Mateo 9 Natural_4.png",DONM_NATURALB_9-3.png,uploads/variety_gallery/DONM_NATURALB_9-3.png,663,1242,1091527,0,1,0,active,97,"2022-05-21 10:13:12"
1601,26321,"Don Mateo 11 Natural_1.png",DONM_NATURALB_DONM:11-1.png,uploads/variety_gallery/DONM_NATURALB_DONM:11-1.png,719,1151,1403414,1,1,2,active,124,"2023-02-08 09:32:18"
1602,26321,"Don Mateo 11 Natural_3.png",DONM_NATURALB_DONM:11-2.png,uploads/variety_gallery/DONM_NATURALB_DONM:11-2.png,816,1230,1614274,0,1,1,active,124,"2023-02-08 09:32:18"
1603,26321,"Don Mateo 11 Natural_4.png",DONM_NATURALB_DONM:11-3.png,uploads/variety_gallery/DONM_NATURALB_DONM:11-3.png,760,1175,1174730,0,1,0,active,124,"2023-02-08 09:32:18"
1604,27955,"Don Mateo 7 Maduro_1.png",DONM_MADUROB_DONM:7-1.png,uploads/variety_gallery/DONM_MADUROB_DONM:7-1.png,746,1012,1416862,0,1,2,active,97,"2022-05-21 10:14:32"
1605,27955,"Don Mateo 7 Maduro_3.png",DONM_MADUROB_DONM:7-2.png,uploads/variety_gallery/DONM_MADUROB_DONM:7-2.png,864,1113,1587942,1,1,1,active,97,"2022-05-21 10:14:34"
1606,27955,"Don Mateo 7 Maduro_4.png",DONM_MADUROB_DONM:7-3.png,uploads/variety_gallery/DONM_MADUROB_DONM:7-3.png,864,1033,1297564,0,1,0,active,97,"2022-05-21 10:14:35"
1607,27957,"Don Mateo 9 Maduro_1.png",DONM_MADUROB_DONM:9-1.png,uploads/variety_gallery/DONM_MADUROB_DONM:9-1.png,614,1153,1198734,0,1,2,active,97,"2022-05-21 10:14:47"
1608,27957,"Don Mateo 9 Maduro_3.png",DONM_MADUROB_DONM:9-2.png,uploads/variety_gallery/DONM_MADUROB_DONM:9-2.png,697,1235,1368497,1,1,1,active,97,"2022-05-21 10:14:49"
1609,27957,"Don Mateo 9 Maduro_4.png",DONM_MADUROB_DONM:9-3.png,uploads/variety_gallery/DONM_MADUROB_DONM:9-3.png,680,1300,1268527,0,1,0,active,97,"2022-05-21 10:14:50"
1610,39621,"Harvester Connecticut Churchill_1.png",HAR_HAR:CONNECTICUT_HAR:CHURCHILL-1.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:CHURCHILL-1.png,636,1154,1111628,0,1,2,active,97,"2022-05-21 10:35:37"
1611,39621,"Harvester Connecticut Churchill_3.png",HAR_HAR:CONNECTICUT_HAR:CHURCHILL-2.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:CHURCHILL-2.png,744,1257,1223330,1,1,1,active,97,"2022-05-21 10:35:42"
1612,39621,"Harvester Connecticut Churchill_4.png",HAR_HAR:CONNECTICUT_HAR:CHURCHILL-3.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:CHURCHILL-3.png,765,1353,1579584,0,1,0,active,97,"2022-05-21 10:35:44"
1613,39623,"Harvester Connecticut Magnum_1.png",HAR_HAR:CONNECTICUT_HAR:MAGNUM-1.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:MAGNUM-1.png,846,1194,1518995,0,1,2,active,97,"2022-05-21 10:36:36"
1614,39623,"Harvester Connecticut Magnum_3.png",HAR_HAR:CONNECTICUT_HAR:MAGNUM-2.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:MAGNUM-2.png,966,1341,1622978,1,1,1,active,97,"2022-05-21 10:36:38"
1615,39623,"Harvester Connecticut Magnum_4.png",HAR_HAR:CONNECTICUT_HAR:MAGNUM-3.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:MAGNUM-3.png,1002,1294,1865095,0,1,0,active,97,"2022-05-21 10:36:39"
1616,39622,"Harvester Connecticut Robusto_1.png",HAR_HAR:CONNECTICUT_HAR:ROBUSTO-1.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:ROBUSTO-1.png,900,1207,1592102,0,1,2,active,97,"2022-05-21 10:36:49"
1617,39622,"Harvester Connecticut Robusto_3.png",HAR_HAR:CONNECTICUT_HAR:ROBUSTO-2.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:ROBUSTO-2.png,1050,1342,1750443,1,1,1,active,97,"2022-05-21 10:36:50"
1618,39622,"Harvester Connecticut Robusto_4.png",HAR_HAR:CONNECTICUT_HAR:ROBUSTO-3.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:ROBUSTO-3.png,1079,1285,2003670,0,1,0,active,97,"2022-05-21 10:36:52"
1619,39620,"Harvester Connecticut Toro_1.png",HAR_HAR:CONNECTICUT_HAR:TORO-1.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:TORO-1.png,736,1229,1309321,1,1,2,active,124,"2023-02-08 09:45:22"
1620,39620,"Harvester Connecticut Toro_3.png",HAR_HAR:CONNECTICUT_HAR:TORO-2.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:TORO-2.png,863,1349,1434689,0,1,1,active,124,"2023-02-08 09:45:22"
1621,39620,"Harvester Connecticut Toro_4.png",HAR_HAR:CONNECTICUT_HAR:TORO-3.png,uploads/variety_gallery/HAR_HAR:CONNECTICUT_HAR:TORO-3.png,877,1353,1625120,0,1,0,active,124,"2023-02-08 09:45:22"
1622,37360,"Montecristo 1935 Anniversary Demi_3.png",MON_193_DEMI-1.png,uploads/variety_gallery/MON_193_DEMI-1.png,1289,692,778991,0,1,2,active,97,"2022-05-21 10:42:33"
1623,37360,"Montecristo 1935 Anniversary Demi_6.png",MON_193_DEMI-2.png,uploads/variety_gallery/MON_193_DEMI-2.png,1078,981,1083752,0,1,1,active,97,"2022-05-21 10:42:34"
1624,37360,"Montecristo 1935 Anniversary Demi_7.png",MON_193_DEMI-3.png,uploads/variety_gallery/MON_193_DEMI-3.png,410,673,475634,0,1,0,active,97,"2022-05-21 10:42:36"
1625,26441,"Juan Lopez Seleccion No.1_3.png",JUA_JUA:ORIGINAL_SELEC-1.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELEC-1.png,1341,822,1375234,0,1,1,active,97,"2022-05-21 10:56:48"
1626,26441,"Juan Lopez Seleccion No.1_6.png",JUA_JUA:ORIGINAL_SELEC-2.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELEC-2.png,1125,1271,1669909,1,1,2,active,97,"2022-05-21 10:56:49"
1627,26441,"Juan Lopez Seleccion No.1_7.png",JUA_JUA:ORIGINAL_SELEC-3.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELEC-3.png,659,785,847345,0,1,0,active,97,"2022-05-21 10:56:51"
1628,26442,"Juan Lopez Seleccion No.2_3.png",JUA_JUA:ORIGINAL_SELECC-1.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELECC-1.png,1329,827,1300859,0,1,1,active,97,"2022-05-21 10:56:59"
1629,26442,"Juan Lopez Seleccion No.2_6.png",JUA_JUA:ORIGINAL_SELECC-2.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELECC-2.png,1088,1245,1469409,1,1,2,active,97,"2022-05-21 10:57:00"
1630,26442,"Juan Lopez Seleccion No.2_7.png",JUA_JUA:ORIGINAL_SELECC-3.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELECC-3.png,629,904,907709,0,1,0,active,97,"2022-05-21 10:57:01"
1631,26443,"Juan Lopez Seleccion No.3_3.png",JUA_JUA:ORIGINAL_SELECCI-1.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELECCI-1.png,1323,812,1285513,0,1,1,active,97,"2022-05-21 10:57:22"
1632,26443,"Juan Lopez Seleccion No.3_6.png",JUA_JUA:ORIGINAL_SELECCI-2.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELECCI-2.png,1228,1352,1792946,1,1,2,active,97,"2022-05-21 10:57:23"
1633,26443,"Juan Lopez Seleccion No.3_7.png",JUA_JUA:ORIGINAL_SELECCI-3.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELECCI-3.png,769,1002,1184099,0,1,0,active,97,"2022-05-21 10:57:25"
1634,26444,"Juan Lopez Seleccion No.4_3.png",JUA_JUA:ORIGINAL_SELECCIO-1.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELECCIO-1.png,1353,799,1214262,0,1,1,active,97,"2022-05-21 10:57:33"
1635,26444,"Juan Lopez Seleccion No.4_6.png",JUA_JUA:ORIGINAL_SELECCIO-2.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELECCIO-2.png,1105,1196,1413942,1,1,2,active,97,"2022-05-21 10:57:35"
1636,26444,"Juan Lopez Seleccion No.4_7.png",JUA_JUA:ORIGINAL_SELECCIO-3.png,uploads/variety_gallery/JUA_JUA:ORIGINAL_SELECCIO-3.png,817,1082,1457313,0,1,0,active,97,"2022-05-21 10:57:37"
1637,26509,"Las Cabrillas Balboa Natural_3.png",LAS_LAS:NATURAL_BALBO-1.png,uploads/variety_gallery/LAS_LAS:NATURAL_BALBO-1.png,1168,870,1042798,0,1,1,active,97,"2022-05-21 11:10:53"
1638,26509,"Las Cabrillas Balboa Natural_6.png",LAS_LAS:NATURAL_BALBO-2.png,uploads/variety_gallery/LAS_LAS:NATURAL_BALBO-2.png,937,1274,929304,1,1,2,active,97,"2022-05-21 11:10:55"
1639,26509,"Las Cabrillas Balboa Natural_7.png",LAS_LAS:NATURAL_BALBO-3.png,uploads/variety_gallery/LAS_LAS:NATURAL_BALBO-3.png,674,1174,1267287,0,1,0,active,97,"2022-05-21 11:10:56"
1640,26510,"Las Cabrillas Cortez Natural_3.png",LAS_LAS:NATURAL_CORTEZ-1.png,uploads/variety_gallery/LAS_LAS:NATURAL_CORTEZ-1.png,930,704,936366,0,1,NULL,perged,124,"2023-02-08 13:12:44"
1641,26510,"Las Cabrillas Cortez Natural_6.png",LAS_LAS:NATURAL_CORTEZ-2.png,uploads/variety_gallery/LAS_LAS:NATURAL_CORTEZ-2.png,874,1348,1402764,0,1,NULL,perged,124,"2023-02-08 13:13:00"
1642,26510,"Las Cabrillas Cortez Natural_7.png",LAS_LAS:NATURAL_CORTEZ-3.png,uploads/variety_gallery/LAS_LAS:NATURAL_CORTEZ-3.png,682,808,1007548,0,1,NULL,perged,124,"2023-02-08 13:12:42"
1643,26511,"Las Cabrillas De Soto Natural_3.png",LAS_LAS:NATURAL_DESOTO-1.png,uploads/variety_gallery/LAS_LAS:NATURAL_DESOTO-1.png,1096,838,1063732,0,1,1,active,97,"2022-05-21 11:11:18"
1644,26511,"Las Cabrillas De Soto Natural_6.png",LAS_LAS:NATURAL_DESOTO-2.png,uploads/variety_gallery/LAS_LAS:NATURAL_DESOTO-2.png,912,1344,1029620,1,1,2,active,97,"2022-05-21 11:11:20"
1645,26511,"Las Cabrillas De Soto Natural_7.png",LAS_LAS:NATURAL_DESOTO-3.png,uploads/variety_gallery/LAS_LAS:NATURAL_DESOTO-3.png,684,1185,1397853,0,1,0,active,97,"2022-05-21 11:11:21"
1646,26512,"Las Cabrillas Ponce de Leon Natural_3.png",LAS_LAS:NATURAL_PON-1.png,uploads/variety_gallery/LAS_LAS:NATURAL_PON-1.png,1140,821,1031119,0,1,1,active,97,"2022-05-21 11:11:32"
1647,26512,"Las Cabrillas Ponce de Leon Natural_6.png",LAS_LAS:NATURAL_PON-2.png,uploads/variety_gallery/LAS_LAS:NATURAL_PON-2.png,882,1343,953886,1,1,2,active,97,"2022-05-21 11:11:33"
1648,26512,"Las Cabrillas Ponce de Leon Natural_7.png",LAS_LAS:NATURAL_PON-3.png,uploads/variety_gallery/LAS_LAS:NATURAL_PON-3.png,597,1158,1126817,0,1,0,active,97,"2022-05-21 11:11:35"
1649,27004,"Primo Del Rey Churchill_3.png",PRI_PRI:ORIGINAL_PRI:CHURCHILL-1.png,uploads/variety_gallery/PRI_PRI:ORIGINAL_PRI:CHURCHILL-1.png,1224,911,1129917,0,1,1,active,132,"2023-02-01 11:18:38"
1650,27004,"Primo Del Rey Churchill_6.png",PRI_PRI:ORIGINAL_PRI:CHURCHILL-2.png,uploads/variety_gallery/PRI_PRI:ORIGINAL_PRI:CHURCHILL-2.png,981,1271,967131,1,1,2,active,132,"2023-02-01 11:18:38"
1651,27004,"Primo Del Rey Churchill_7.png",PRI_PRI:ORIGINAL_PRI:CHURCHILL-3.png,uploads/variety_gallery/PRI_PRI:ORIGINAL_PRI:CHURCHILL-3.png,674,1102,1105932,0,1,0,active,132,"2023-02-01 11:18:38"
1652,28630,"Primo Del Rey Robusto_3.png",PRI_PRI:ORIGINAL_PRI:ROBUSTO-1.png,uploads/variety_gallery/PRI_PRI:ORIGINAL_PRI:ROBUSTO-1.png,960,753,818635,0,1,1,active,97,"2022-05-21 11:24:09"
1653,28630,"Primo Del Rey Robusto_6.png",PRI_PRI:ORIGINAL_PRI:ROBUSTO-2.png,uploads/variety_gallery/PRI_PRI:ORIGINAL_PRI:ROBUSTO-2.png,834,1253,1004830,1,1,2,active,97,"2022-05-21 11:24:11"
1654,28630,"Primo Del Rey Robusto_7.png",PRI_PRI:ORIGINAL_PRI:ROBUSTO-3.png,uploads/variety_gallery/PRI_PRI:ORIGINAL_PRI:ROBUSTO-3.png,660,785,787079,0,1,0,active,97,"2022-05-21 11:24:13"
1655,27007,"Primo Del Rey Toro_3.png",PRI_PRI:ORIGINAL_PRI:TORO-1.png,uploads/variety_gallery/PRI_PRI:ORIGINAL_PRI:TORO-1.png,1054,799,1049316,0,1,1,active,97,"2022-05-21 11:24:21"
1656,27007,"Primo Del Rey Toro_6.png",PRI_PRI:ORIGINAL_PRI:TORO-2.png,uploads/variety_gallery/PRI_PRI:ORIGINAL_PRI:TORO-2.png,795,1259,905085,1,1,2,active,97,"2022-05-21 11:24:23"
1657,27007,"Primo Del Rey Toro_7.png",PRI_PRI:ORIGINAL_PRI:TORO-3.png,uploads/variety_gallery/PRI_PRI:ORIGINAL_PRI:TORO-3.png,621,949,838560,0,1,0,active,97,"2022-05-21 11:24:24"
1658,38157,"Trinidad Enspiritu Series 2 Toro_3.png",TRI_ESPI_TRI:TORO-1.png,uploads/variety_gallery/TRI_ESPI_TRI:TORO-1.png,944,598,674421,0,1,1,active,97,"2022-05-21 11:38:54"
1659,38157,"Trinidad Enspiritu Series 2 Toro_6.png",TRI_ESPI_TRI:TORO-2.png,uploads/variety_gallery/TRI_ESPI_TRI:TORO-2.png,997,832,945843,1,1,2,active,97,"2022-05-21 11:38:55"
1660,38157,"Trinidad Enspiritu Series 2 Toro_7.png",TRI_ESPI_TRI:TORO-3.png,uploads/variety_gallery/TRI_ESPI_TRI:TORO-3.png,637,935,1207764,0,1,0,active,97,"2022-05-21 11:38:57"
1661,38155,"Trinidad Espiritu Series 2 Belicoso_3.png",TRI_ESPI_TRI:BELICOSO-1.png,uploads/variety_gallery/TRI_ESPI_TRI:BELICOSO-1.png,986,627,748281,0,1,1,active,97,"2022-05-21 11:39:06"
1662,38155,"Trinidad Espiritu Series 2 Belicoso_6.png",TRI_ESPI_TRI:BELICOSO-2.png,uploads/variety_gallery/TRI_ESPI_TRI:BELICOSO-2.png,1005,830,942924,1,1,2,active,97,"2022-05-21 11:39:07"
1663,38155,"Trinidad Espiritu Series 2 Belicoso_7.png",TRI_ESPI_TRI:BELICOSO-3.png,uploads/variety_gallery/TRI_ESPI_TRI:BELICOSO-3.png,641,970,1243239,0,1,0,active,97,"2022-05-21 11:39:09"
1664,38156,"Trinidad Espiritu Series 2 Fundador_3.png",TRI_ESPI_FUND-1.png,uploads/variety_gallery/TRI_ESPI_FUND-1.png,1080,715,877519,0,1,1,active,97,"2022-05-21 11:39:17"
1665,38156,"Trinidad Espiritu Series 2 Fundador_6.png",TRI_ESPI_FUND-2.png,uploads/variety_gallery/TRI_ESPI_FUND-2.png,1080,907,956996,1,1,2,active,97,"2022-05-21 11:39:18"
1666,38156,"Trinidad Espiritu Series 2 Fundador_7.png",TRI_ESPI_FUND-3.png,uploads/variety_gallery/TRI_ESPI_FUND-3.png,444,1060,923466,0,1,0,active,97,"2022-05-21 11:39:20"
1667,38158,"Trinidad Espiritu Series 2 Magnum_3.png",TRI_ESPI_TRI:MAGNUM-1.png,uploads/variety_gallery/TRI_ESPI_TRI:MAGNUM-1.png,1020,621,748520,0,1,1,active,124,"2022-12-29 13:12:44"
1668,38158,"Trinidad Espiritu Series 2 Magnum_6.png",TRI_ESPI_TRI:MAGNUM-2.png,uploads/variety_gallery/TRI_ESPI_TRI:MAGNUM-2.png,990,780,935426,1,1,2,active,124,"2022-12-29 13:12:44"
1669,38158,"Trinidad Espiritu Series 2 Magnum_7.png",TRI_ESPI_TRI:MAGNUM-3.png,uploads/variety_gallery/TRI_ESPI_TRI:MAGNUM-3.png,725,961,1454588,0,1,0,active,124,"2022-12-29 13:12:44"
1670,38159,"Trinidad Espiritu Series 2 Robusto_3.png",TRI_ESPI_TRI:ROBUSTO-1.png,uploads/variety_gallery/TRI_ESPI_TRI:ROBUSTO-1.png,1180,753,788347,0,1,1,active,97,"2022-05-21 11:39:41"
1671,38159,"Trinidad Espiritu Series 2 Robusto_6.png",TRI_ESPI_TRI:ROBUSTO-2.png,uploads/variety_gallery/TRI_ESPI_TRI:ROBUSTO-2.png,1299,1015,1307171,1,1,2,active,97,"2022-05-21 11:39:43"
1672,38159,"Trinidad Espiritu Series 2 Robusto_7.png",TRI_ESPI_TRI:ROBUSTO-3.png,uploads/variety_gallery/TRI_ESPI_TRI:ROBUSTO-3.png,512,656,504672,0,1,0,active,97,"2022-05-21 11:39:45"
1673,38152,"VegaFina 1998 50_3.png",VEG_199_VF5-1.png,uploads/variety_gallery/VEG_199_VF5-1.png,1259,661,728010,0,1,1,active,97,"2022-05-21 11:48:23"
1674,38152,"VegaFina 1998 50_6.png",VEG_199_VF5-2.png,uploads/variety_gallery/VEG_199_VF5-2.png,1143,1223,1266589,1,1,2,active,97,"2022-05-21 11:48:24"
1675,38152,"VegaFina 1998 50_7.png",VEG_199_VF5-3.png,uploads/variety_gallery/VEG_199_VF5-3.png,580,659,659671,0,1,0,active,97,"2022-05-21 11:48:26"
1676,38153,"VegaFina 1998 52_3.png",VEG_199_VF52-1.png,uploads/variety_gallery/VEG_199_VF52-1.png,1234,658,707837,0,1,1,active,97,"2022-05-21 11:48:34"
1677,38153,"VegaFina 1998 52_6.png",VEG_199_VF52-2.png,uploads/variety_gallery/VEG_199_VF52-2.png,1123,1272,1322498,1,1,2,active,97,"2022-05-21 11:48:35"
1678,38153,"VegaFina 1998 52_7.png",VEG_199_VF52-3.png,uploads/variety_gallery/VEG_199_VF52-3.png,673,848,756193,0,1,0,active,97,"2022-05-21 11:48:37"
1679,38154,"VegaFina 1998 54_3.png",VEG_199_VF54-1.png,uploads/variety_gallery/VEG_199_VF54-1.png,1253,663,663470,0,1,1,active,97,"2022-05-21 11:48:45"
1680,38154,"VegaFina 1998 54_6.png",VEG_199_VF54-2.png,uploads/variety_gallery/VEG_199_VF54-2.png,1099,1223,1142113,1,1,2,active,97,"2022-05-21 11:48:47"
1681,38154,"VegaFina 1998 54_7.png",VEG_199_VF54-3.png,uploads/variety_gallery/VEG_199_VF54-3.png,648,908,851513,0,1,0,active,97,"2022-05-21 11:48:48"
1682,32474,"Montecristo Crafted by AJ Fernandez Churchill_3.png",MON_BYAJ_CHURCHILLR-1.png,uploads/variety_gallery/MON_BYAJ_CHURCHILLR-1.png,1347,775,929679,0,1,2,active,97,"2022-05-21 13:52:25"
1683,32474,"Montecristo Crafted by AJ Fernandez Churchill_6.png",MON_BYAJ_CHURCHILLR-2.png,uploads/variety_gallery/MON_BYAJ_CHURCHILLR-2.png,1147,1284,1528723,0,1,1,active,97,"2022-05-21 13:52:27"
1684,32474,"Montecristo Crafted by AJ Fernandez Churchill_7.png",MON_BYAJ_CHURCHILLR-3.png,uploads/variety_gallery/MON_BYAJ_CHURCHILLR-3.png,647,1118,1223967,0,1,0,active,97,"2022-05-21 13:52:28"
1685,32475,"Montecristo Crafted by AJ Fernandez Figurado_3.png",MON_BYAJ_FIGURAD-1.png,uploads/variety_gallery/MON_BYAJ_FIGURAD-1.png,1244,709,865437,0,1,2,active,97,"2022-05-21 13:53:20"
1686,32475,"Montecristo Crafted by AJ Fernandez Figurado_6.png",MON_BYAJ_FIGURAD-2.png,uploads/variety_gallery/MON_BYAJ_FIGURAD-2.png,1267,1337,2018658,0,1,1,active,97,"2022-05-21 13:53:22"
1687,32475,"Montecristo Crafted by AJ Fernandez Figurado_7.png",MON_BYAJ_FIGURAD-3.png,uploads/variety_gallery/MON_BYAJ_FIGURAD-3.png,729,709,911506,0,1,0,active,97,"2022-05-21 13:53:23"
1688,32476,"Montecristo Crafted by AJ Fernandez Gordo_3.png",MON_BYAJ_GORDOR-1.png,uploads/variety_gallery/MON_BYAJ_GORDOR-1.png,1355,777,925050,0,1,2,active,97,"2022-05-21 13:53:37"
1689,32476,"Montecristo Crafted by AJ Fernandez Gordo_6.png",MON_BYAJ_GORDOR-2.png,uploads/variety_gallery/MON_BYAJ_GORDOR-2.png,1207,1303,1693825,0,1,1,active,97,"2022-05-21 13:53:38"
1690,32476,"Montecristo Crafted by AJ Fernandez Gordo_7.png",MON_BYAJ_GORDOR-3.png,uploads/variety_gallery/MON_BYAJ_GORDOR-3.png,708,924,1081556,0,1,0,active,97,"2022-05-21 13:53:40"
1691,32473,"Montecristo Crafted by AJ Fernandez Robusto_3.png",MON_BYAJ_ROBUSTORE-1.png,uploads/variety_gallery/MON_BYAJ_ROBUSTORE-1.png,1322,760,935807,0,1,2,active,97,"2022-05-21 13:53:51"
1692,32473,"Montecristo Crafted by AJ Fernandez Robusto_6.png",MON_BYAJ_ROBUSTORE-2.png,uploads/variety_gallery/MON_BYAJ_ROBUSTORE-2.png,1178,1303,1794195,0,1,1,active,97,"2022-05-21 13:53:52"
1693,32473,"Montecristo Crafted by AJ Fernandez Robusto_7.png",MON_BYAJ_ROBUSTORE-3.png,uploads/variety_gallery/MON_BYAJ_ROBUSTORE-3.png,640,771,888600,0,1,0,active,97,"2022-05-21 13:53:54"
1694,32477,"Montecristo Crafted by AJ Fernandez Toro_3.png",MON_BYAJ_TORORE-1.png,uploads/variety_gallery/MON_BYAJ_TORORE-1.png,1338,777,909579,0,1,2,active,97,"2022-05-21 13:54:06"
