id,manufacturer_id,alias,brand_name,narrative,status,abbreviation,quickbook_brand_id,brand_path,is_active,updated_by,updated_date
1189,482,Espinosa,Espinosa,"<p>Erik Espinosa was Cuban born and raised in Miami Florida and was indoctrinated into all things cigars by his Dad. This young man has done it all. He worked in a cigar store as well as an independent salesman for a variety of manufacturers before becoming one of the country's youngest Master Blenders. He participated in creating many noted brands with Rocky Patel and Drew Estate before forming his own Company in 2012. You could say he’s a small batch, boutique cigar maker. The difference is his vast array of expertly made vitolas produced at his Nicaraguan &nbsp;La Zona Cigar Factory appeal to seasoned smokers as well as newcomers. &nbsp;</p>",active,ESP,80003DE0-1586641041,espinosa,1,121,"2022-08-29 12:57:24"
1190,437,"Factory Smoke","Factory Smoke",NULL,active,FACT,80003DEA-1586720816,factory-smoke,1,98,"2022-12-22 11:41:14"
1191,565,Fonseca,Fonseca,"<p>Quesada's signature Fonseca brand has been satisfying smokers for over 25 years which began with the mellow to medium bodied Connecticut line. The Nicaraguan and Cubano Limitado blends followed elevating both strength and intensity offering more robust overall body.&nbsp;</p>",active,FON,80003DEB-1586723588,fonseca,1,98,"2022-12-22 11:57:17"
1192,608,"Foundry Chillin' Moose","Foundry Chillin' Moose","<p>Chillin' Moose cigars is a hugely popular brand from Michael Giannini and his famed Foundry Company distributed by General CIgar's Forged division. These handmade, long filler premium cigars are produced in three blends and value priced.</p>",active,FOUN,80003DEC-1586724207,foundry-chillin-moose,1,124,"2023-02-06 17:18:19"
1193,557,Fratello,Fratello,"<p>After working for 12 years at NASA and managing a 5 billion dollar science budget, cigar lover Omar de Frias walked away from a $200,000 a year job to follow his passion for cigars. From inception, numerous Fratello Cigars have earned 90+ ratings in many industry publications and have been featured in over 30 publications including The Washington Post, Tobacconist Magazine, Cigar Aficionado and Cigar Snob.</p>",active,FRA,80003DED-1586725039,fratello,1,124,"2023-03-16 11:07:48"
1194,439,Gispert,Gispert,NULL,active,GIS,80003DEF-1586789209,gispert,1,1,"2022-05-01 05:24:24"
1195,524,"Gran Habano","Gran Habano","<p>Gran Habano cigars came to market in 2003 when the Gran Habano family of handmade cigars was introduced to resounding success by father and son team, Guillermo and George Rico. This small company has consistently produced high quality, well blended premium cigars over the years that have been pleasing seasoned smokers and newcomers alike.</p>",active,GRA,80003DF0-1586789546,gran-habano,1,121,"2022-10-20 11:10:09"
1196,491,Graycliff,Graycliff,NULL,active,GRAY,80003DF1-1586791431,graycliff,1,98,"2022-12-22 14:37:17"
1197,439,"H Upmann","H Upmann",NULL,active,HUP,80003DF4-1586801209,h-upmann,1,1,"2022-05-01 05:24:24"
1198,444,"Havana Honeys","Havana Honeys",NULL,active,HAV,80003DF9-1586803928,havana-honeys,1,98,"2022-12-22 15:40:11"
1199,444,Helix,Helix,NULL,active,HEL,80003DFA-1586805176,helix,1,1,"2022-05-01 05:24:24"
1200,439,"Henry Clay","Henry Clay","<p>Henry Clay cigars were started in Cuba during the 1840's. The brand which is now owned by Altadis has a heritage of being very flavorful cigars. Named after the legendary U.S. senator known as "The Great Compromiser," Henry Clay cigars were one of the most popular in the 19th century United States. From their basic Rustic Cheroots to the tippy top rated War Hawk, these cigars have been enjoyed in one form or another for over 150 years by countless smokers throughout the world.</p><p>&nbsp;</p>",active,HEN,80003DFB-1586805639,henry-clay,1,121,"2022-12-28 11:33:34"
1201,495,"Hiram & Solomon","Hiram & Solomon","<p>Some of you may recognize this company’s logo as the Masonic emblem of the Freemasons dating back hundreds of years. Two cigar loving members of this iconic organization and began their brand’s production in the Dominican Republic then moving to Nicaragua. It is here they meticulously harvested shockingly delicious and full bodied harvests that when blended, the flavors and taste characteristics rivaled the worlds best cigar brands. We also commend them for consistently donating a substantial portion of the company’s profits to numerous worldwide charities.</p>",active,HIR,80003DFC-1586812909,hiram-solomon,1,1,"2023-05-09 01:19:07"
1202,576,"Amos De Santiago","Amos De Santiago",NULL,inactive,AMO,80003E08-1586842150,amos-de-santiago,0,98,"2023-11-10 05:28:03"
1203,453,Oliva,Oliva,NULL,active,OLI,80003E11-1586872869,oliva,1,1,"2022-05-01 05:24:24"
1204,566,Curivari,Curivari,"<p>Andreas Throuvalas, a former European cigar retailer founded the Curivari Cigars boutique company over 10 years ago. Since then, he has produced an amazing array of expertly made cigars in dozens of blends for very affordable prices. Curivari cigars are made with 100% Cuban seed Nicaraguan tobacco and are finished with traditional triple caps. Over the years, many have achieved very high ratings and have been smoked by countless seasoned smokers and newcomers alike. As cigar prices have risen steadily over the years, Curivari continues to attract new fans.&nbsp;<br>&nbsp;</p>",active,CUR,80003E1A-1586882977,curivari,1,121,"2022-09-05 19:00:23"
1205,608,"El Rey Del Mundo","El Rey Del Mundo","<p>El Rey Del Mundo is a legendary brand that began back in Cuba circa 1882. In fact, they are still being produced there today. After the revolution, a non Cuban Honduran made version made its way into production. In 1996 General Cigar acquired the brand and has refined EL rey Del Mundo into a vast array of blends, styles and sizes that have continued to gain popularity to countless cigar lovers.&nbsp;</p>",active,ELR,80003E24-1586896085,el-rey-del-mundo,1,98,"2022-12-22 10:37:24"
1206,437,"Isla Del Sol","Isla Del Sol",NULL,active,ISL,80003E2E-1586963021,isla-de-sol,1,98,"2022-05-09 09:35:16"
1207,437,"Joya De Nicaragua","Joya De Nicaragua",NULL,active,JOY,80003E2F-1586965707,joya-de-nicaragua,1,1,"2022-05-01 05:24:24"
1208,438,"La Aroma de Cuba","La Aroma de Cuba",NULL,active,LAA,80003E33-1586984935,la-aroma-de-cuba,1,1,"2022-05-01 05:24:24"
1209,438,"San Cristobal","San Cristobal","<p>After years of planning, San Cristobal was launched in 2007 crafted by famed Master Blender Jose "Don Pepin" Garcia along with the owners of the Ashton brand. Since then, four more brand extension blends have been added. All San Cristobal cigars have been well received and highly rated throughout the industry.&nbsp;</p>",active,SANC,80003E35-1587047061,san-cristobal,1,121,"2022-06-21 14:44:01"
1210,438,"Premium House Selection","Premium House Selection",NULL,inactive,PREM,80003E36-1587048268,premium-house-selection,0,98,"2023-11-10 05:28:03"
1211,474,"La Flor Dominicana","La Flor Dominicana","<p>Litto Gomez' La FLor Dominicana began making cigars in a very small facility in the Dominican Republic in 1994 under the name Los Libertadores before officially becoming La FLor Dominicana. While the company's early entries were considered mild, as time passed Litto's skills as a Master Blender were finely honed. His ability to make unique, highly complex, rich and robust cigars has advanced rapidly and is considered a genius among his peers.</p><p>Over the years, the Gomez family has produced an amazing array of cigars appealing to seasoned smokers and newcomers alike. Most have received universally high ratings and accolades throughout the entire industry. Many of the company's coveted creations are spawned from leaves grown on the family's farm in La Canela. Both the patented Chisel design and the El Jocko Perfecto shape have become favorites to countless smokers.Today, the company owns and operates a modern and impressive cigar factory in Tamboril, Dominican Republic. La Flor Dominicana is one of the few brands in the world whose production rarely keeps pace with demand.</p>",active,LAF,80003E37-1587049771,la-flor-dominicana,1,98,"2022-12-23 12:17:44"
1212,467,"La Aurora","La Aurora","<p>The La Aurora brand has been in existence for well over 100 years selling cigars all over the world.Ranging from standard entries up to luxury offerings like the Preferido, La Aurora has attracted and retained a huge amount of devoted fans over the years. All La Aurora cigars available in the United States are distributed by Miami Cigars.</p>",active,LAAU,80003E38-1587050770,la-aurora,1,121,"2022-11-02 12:26:23"
1213,444,"La Estrella Cubana","La Estrella Cubana",NULL,active,LAE,80003E3A-1587052666,la-estrella-cubana,1,98,"2022-12-23 12:12:51"
1214,608,"La Gloria Cubana","La Gloria Cubana",NULL,active,LAG,80003E3C-1587063953,la-gloria-cubana,1,1,"2022-05-01 05:24:24"
1215,437,"La Vieja Habana","La Vieja Habana",NULL,active,LAV,80003E3F-1587068974,la-vieja-habana,1,1,"2022-05-01 05:24:24"
1216,439,"Las Cabrillas","Las Cabrillas",NULL,active,LAS,80003E41-1587081390,las-cabrillas,1,1,"2022-05-01 05:24:24"
1217,437,"Liga Privada","Liga Privada","<p>It's hard to believe it's been a dozen years since then Drew Estate President, Steve Saka created this amazing world class brand beginning with the #9 .Since then the line has slowly expanded to include just a few additional selected blends. All Liga Privadas are coveted as some of the best cigars on the planet hence, they run in and out of stock throughout the year. Yes, they're expensive and yes, they're worth every penny.&nbsp;</p>",active,LIG,80003E42-1587082734,liga-privada,1,121,"2022-05-18 11:17:41"
1218,437,"Liga Undercrown","Liga Undercrown",NULL,active,LIGA,80003E43-1587084511,liga-undercrown,1,1,"2022-05-01 05:24:24"
1219,444,Macanudo,Macanudo,NULL,active,MAC,80003E44-1587086191,macanudo,1,1,"2022-05-01 05:24:24"
1220,477,Romacraft,Romacraft,NULL,active,ROM,80003E49-1587130217,romacraft,1,98,"2023-01-05 17:03:47"
1221,446,"Rocky Patel","Rocky Patel",NULL,active,ROC,80003E4A-1587131518,rocky-patel,1,98,"2023-01-06 10:31:00"
1222,640,Quorum,Quorum,NULL,active,QUO,80003E4E-1587132864,quorum,1,98,"2023-01-02 18:47:28"
1223,444,Punch,Punch,NULL,active,PUN,80003E51-1587134023,punch,1,98,"2023-01-06 12:17:08"
1224,701,"Psyko 7","Psyko 7","<p>Coming from the Ventura Cigar Company, Psyko Seven cigars are crafted by Henke Kelner of Davidoff fame in the Dominican Republic. With that said, this line of complexly blended and highly rated mild to full bodied cigars are available in a variety of styles and sizes to choose from.</p>",active,PSY,80003E52-1587134854,psyko-7,1,59,"2023-07-02 18:30:12"
1225,608,Partagas,Partagas,NULL,active,PAR,80003E53-1587144975,partagas,1,124,"2023-03-14 10:03:55"
1226,442,Perdomo,Perdomo,NULL,active,PER,80003E54-1587145629,perdomo,1,98,"2023-01-06 13:22:40"
1227,475,"My Father","My Father",NULL,active,MYF,80003E56-1587150077,my-father,1,1,"2022-05-01 05:24:24"
1228,444,Mehari,Mehari,NULL,active,MEH,80003E57-1587155043,mehari,1,98,"2022-08-31 23:48:13"
1229,544,Micallef,Micallef,NULL,active,MIC,80003E5B-1587157126,micallef,1,1,"2022-05-01 05:24:24"
1230,608,"Alec Bradley","Alec Bradley",NULL,active,ALEC,80003E5C-1587167413,alec-bradley,1,59,"2023-07-02 18:13:30"
1231,536,Warped,Warped,NULL,active,WAR,80003E5F-1587170965,warped,1,1,"2022-05-01 05:24:24"
1232,456,"AJ Fernandez","AJ Fernandez","<p>AJ Fernandez is a third generation Master Blender with roots going back to his grandfather’s first cigar company in Cuba. AJ started Tabacalera Fernandez in a run down facility in Esteli, Nicaragua with six employees. In addition to the many brands listed under his banner, he also makes numerous special editions for a wide variety of manufacturers. His signature blends can be found in selected the Monte Cristo, H. Upmann, Rocky Patel and Romeo Juliet brands. Today, his factory produces approximately 9 million cigars a year.</p>",active,AJF,80003E61-1587171644,aj-fernandez,1,98,"2022-08-26 12:32:34"
1233,555,Villiger,Villiger,NULL,active,VIL,80003E62-1587172276,villiger,1,1,"2022-05-01 05:24:24"
1234,439,VegaFina,VegaFina,NULL,active,VEG,80003E69-1587174535,vegafina,1,1,"2022-05-01 05:24:24"
1235,560,Dunbarton,Dunbarton,"<p>Dunbarton Tobacco Trust is the brainchild and crowning achievement of Master Blender and Industry expert Steve Saka. After serving as Cigar Giant Drew Estate's President for 8 years he formed the company to create his own masterpieces. And did he ever! Every style he's produced quickly garnered high ratings and huge demand.</p>",active,DUN,80003E6A-1587174883,dunbarton,1,121,"2022-08-24 09:48:38"
1236,624,Toscano,Toscano,NULL,active,TOS,80003E6E-1587175887,toscano,1,149,"2023-08-04 14:55:00"
1237,624,Toscanello,Toscanello,NULL,active,TOSC,80003E6F-1587176186,toscanello,1,59,"2023-07-02 18:27:06"
1238,464,"The Menelik","The Menelik","<p>The Foundation Menelik is a limited edition blend available in only one size. With a toothy, dark and oily Mexican wrapper encasing an array of Vintage Nicaraguan leaves, this medium to full bodied slightly box pressed cigar has been highly rated and well received across the board. Available in boxes of 10 cigars.</p><p>Wrapper: Mexican San Andrés maduro<br>Binder: Nicaraguan Corojo ’99 (Jalapa, Nicaragua)<br>Filler: Nicaragua (Esteli, Condega, Jalapa)</p>",active,THEM,80003E75-1587177539,the-menelik,1,121,"2022-07-25 10:39:12"
1239,444,"The Brick","The Brick",NULL,active,THEB,80003E79-1587178035,the-brick,1,98,"2023-02-14 11:17:10"
1240,548,Ted's,Ted's,NULL,active,TED,80003E7B-1587178426,teds,1,1,"2022-05-01 05:24:25"
1241,439,Te-Amo,Te-Amo,NULL,active,TEA,80003E7D-1587179256,te-amo,1,98,"2022-12-28 22:20:10"
1242,479,Tatuaje,Tatuaje,"<p>Musician Pete Johnson moved to Los Angeles to pursue a career in music.In 1993 he found himself in the cigar industry when he began working for a small LA cigar shop . In 2003, he created the Tatuaje cigar brand. Since then, this amazing company has produced an extensive portfolio of brands that have garnered both critical praise and commercial success.</p>",active,TAT,80003E7E-1587230430,tatuaje,1,121,"2023-01-12 10:55:49"
1243,467,Tatiana,Tatiana,"<p>Tatiana Cigars have long been considered some of the best flavor infused cigars in the world. Crafted with high quality Dominican filler and binder leaves and encased with an Indonesian wrapper, all the tobacco used is put through a two year aging process to create a smooth and mild smoke. Over the years,Tatiana have gained huge popularity and are available in an extensive variety of amazing flavors to enjoy.&nbsp;</p>",active,TATI,80003E80-1587238012,tatiana,1,121,"2022-11-08 08:50:51"
1244,640,"JC Newman","JC Newman",NULL,active,JCN,80003E81-1587241795,jc-newman,1,98,"2023-01-02 18:46:17"
1245,437,"Tabak Especial","Tabak Especial",NULL,active,TAB,80003E82-1587241906,tabak-especial,1,106,"2023-01-13 11:43:53"
1246,693,"TAA Special Cigars","TAA Special Cigars",NULL,active,TAA,80003E83-1587245403,taa-special-cigars,1,59,"2023-07-02 18:40:57"
1247,449,"Schizo Bundle","Schizo Bundle","<p>Schizo is the Asylum Cigar company's entry of budget priced, bundled cigars. While they are still handmade with long leaf wrappers, the fillers and binder consists of a mixture of long,medium and short leaves left over from their premium cigar production. This medium to slightly full flavored brand has been around for many years and remains very popular.</p>",active,SCH,80003E8D-1587255581,schizo-bundle,1,98,"2023-01-04 14:47:42"
1248,444,"Sancho Panza","Sancho Panza",NULL,active,SANCH,80003E8F-1587256326,sancho-panza,1,1,"2022-05-01 05:24:25"
1249,456,"San Lotano","San Lotano",NULL,active,SANL,80003E91-1587256987,san-lotano,1,1,"2022-05-01 05:24:25"
1250,439,"Rosa Cuba","Rosa Cuba",NULL,active,ROS,80003E92-1587257169,rosa-cuba,1,59,"2023-07-02 18:44:11"
1251,533,"Rolling Thunder","Rolling Thunder",NULL,inactive,ROL,80003E93-1587262447,rolling-thunder,0,106,"2023-11-10 05:28:03"
1252,462,Gurkha,Gurkha,NULL,active,GUR,80003EA4-1587327397,gurkha,1,98,"2022-12-22 15:11:26"
1253,472,"Arturo Fuente","Arturo Fuente",NULL,active,ART,80003EB0-1587329643,arturo-fuente,1,1,"2022-05-01 05:24:25"
1254,659,Astral,Astral,NULL,inactive,AST,80003EB1-1587330413,astral,0,98,"2023-11-10 05:28:03"
1255,608,Bolivar,Bolivar,"<p>The Bolivar brand has a rich Cuban history beginning in the very early 1900's that continues to this day. These original cigars are well known for their robust strength and intensity. When General cigars acquired the brand in 1978, the line was reblended to appeal to a wider variety of smokers. These non Cuban offerings have gained popularity for over 40 years. &nbsp;</p>",active,BOL,80003EB3-1587330741,bolivar,1,121,"2022-12-16 08:54:40"
1256,439,"Butera Royal","Butera Royal","<p>When the Butera Pipe Tobacco Company introduced this brand at the height of the cigar boom in 1993 it pretty much represented being the first boutique entry made to date. As time passed Butera got passed over by the hundreds of new brands and manufacturers since it’s introduction. This still amazing cigar combines six whole leaf tobaccos with a near perfect Connecticut Shade wrapper. The Indonesian binder adds the final magic to create a mild to medium bodied super smooth smoking experience.&nbsp;</p>",active,BUT,80003EB6-1587331178,butera-royal,1,121,"2022-12-09 10:22:43"
1257,444,"Cafe Creme","Cafe Creme",NULL,inactive,CAF,80003EB7-1587331274,cafe-creme,0,98,"2023-11-10 05:28:03"
1258,463,"Guardian of the Farm","Guardian of the Farm","<p>This edition is yet another wonderfully balanced Nicaraguan puro. This perfectly made stick is a slow burning, super smooth and creamy mild to medium-bodied joy to behold. Its rare when you find such an enjoyable cigar that goes as well with a morning coffee as it does with cognac and Coke! The tiny bit of spice combined with the blends complex velvety taste is totally unique. I recommend a five pack of Torpedos to get the full experience.</p><p>Wrapper: Nicaraguan Corojo ’99<br>Binder: Nicaraguan Corojo ’99 and Criollo ’98<br>Filler: Nicaraguan</p>",active,GUA,80003EB8-1587331465,guardian-of-the-farm,1,98,"2022-12-22 14:43:04"
1259,484,"EP Carrillo","EP Carrillo",NULL,active,EPC,80003EB9-1587331713,ep-carrillo,1,1,"2022-05-01 05:24:25"
1260,444,"Casa Torano","Casa Torano",NULL,inactive,CASATO,80003EBA-1587331846,casa-torano,0,98,"2023-11-10 05:28:03"
1261,659,"Copa Del Sol","Copa Del Sol",NULL,inactive,COPA,80003EBC-1587336977,copa-del-sol,0,98,"2023-11-10 05:28:03"
1262,443,Davidoff,Davidoff,NULL,active,DAV,80003EC9-1587339709,davidoff,1,1,"2022-05-01 05:24:25"
1263,592,"Davidoff White","Davidoff White","<p>Zino Davidoff was an industry icon for over fifty years. Beginning in Switzerland, his company’s flagship &nbsp;White Label brand was made in Cuba before shifting production to the Dominican Republic. Today, White Label encompasses a variety of blends including Grand Cru, Anniversario, Signature, Millenium and Winston Churchill.&nbsp;</p>",active,DAVI,80003ECD-1587340153,davidoff-white,1,121,"2022-05-23 15:04:55"
1264,528,DBL,DBL,"<p>One cannot speak about the Dominican Republic without mentioning the nation’s two greatest passions – Baseball and Cigars. Dominican Big Leaguer cigars (DBL) is the brainchild of Francisco Almonte who started working with tobacco at the age of 7, deveining leaves for his father, and by the time he was 12 years old, was rolling cigars. Tobacco quickly became his passion and creating fine premium cigars became his mission. Francisco had the unique opportunity to work under the tutelage of two of the world’s most famous cigars makers, Carlos Fuente (A. Fuente Cigars) and Litto Gomez (La Flor Dominicana Cigars). This knowledge, experience and craftsmanship evolved into his own brand, <i><strong>DBL by Francisco Almonte.</strong></i> Having worked alongside two of the cigar industry’s biggest names has given Francisco the ability to create incredible cigars that are extremely satisfying, full of flavor and perfectly constructed.</p>",active,DBL,80003ECE-1587341358,dbl,1,121,"2022-08-22 09:56:23"
1265,504,Delicioso,Delicioso,NULL,inactive,DEL,80003ED6-1587342965,delicioso,0,98,"2023-11-10 05:28:03"
1266,701,Djarum,Djarum,NULL,active,DJA,80003ED8-1587343775,djarum,1,59,"2023-07-02 18:29:44"
1267,439,"Don Diego","Don Diego",NULL,active,DOND,80003EDA-1587344230,don-diego,1,1,"2022-05-01 05:24:25"
1268,659,"Don Sebastian","Don Sebastian",NULL,inactive,DONS,80003EDD-1587344850,don-sebastian,0,106,"2023-11-10 05:28:03"
1269,486,"Esteban Carreras","Esteban Carreras","<p>The Esteban Carreras company is a premium cigar manufacturer known for making boutique, small batch blends. Their Tabacaleras Carreras factory is located in Esteli, Nicaragua and produces hundreds of different cigars for both themselves and other premium cigar makers. Each year they well over one million premium handmade cigars in total that are distributed throughout the world.</p>",active,EST,80003EE8-1587398314,esteban-carreras,1,124,"2023-09-28 09:53:09"
1270,537,"God of Fire","God of Fire",NULL,active,GOD,80003EF2-1587401713,god-of-fire,1,115,"2023-01-12 11:25:41"
1271,443,Griffin's,Griffin's,NULL,active,GRIF,80003EF3-1587402114,griffins,1,98,"2022-12-22 14:38:56"
1272,439,"Honduran Bundles","Honduran Bundles",NULL,inactive,HON,80003F00-1587413696,honduran-bundles,0,106,"2023-11-10 05:28:03"
1273,473,Illusione,Illusione,"<p>It's hard to believe almost 20 years have passed since Dion Giolito started the Illusione Cigar Company. Since then, virtually all his brand entries have achieved high ratings and accolades from smokers throughout the world. Using a variety of vintage tobaccos, some which have been aged over 20 years, picking a favorite from the large number of available blends will be difficult. No matter which one you select, you will be rewarded with a wonderful smoking experience.&nbsp;</p>",active,ILL,80003F02-1587414248,illusione,1,121,"2022-10-25 10:51:21"
1274,439,"Juan Lopez","Juan Lopez",NULL,active,JUA,80003F03-1587414638,juan-lopez,1,98,"2022-12-22 17:45:24"
1275,437,"Kentucky Fire Cured","Kentucky Fire Cured","<p>Introduced in 2013 by Drew Estate's Jonathan Drew, this is a cigar like no other. Created as an extension of Drew Estate's My Uzi Weighs a Ton [MUWAT] line, Kentucky Fire Cured features Kentucky and Virginia tobaccos fire cured in barns that burn hardwoods like oak and maple to infuse a totally unique flavor into the leaves for a smoky, peaty flavor.&nbsp;</p><p>&nbsp;</p>",active,KEN,80003F04-1587416754,kentucky-fire-cured,1,121,"2023-01-06 10:24:32"
1276,439,"La Finca Bundle","La Finca Bundle",NULL,active,LAFI,80003F06-1587418654,la-finca-bundle,1,59,"2023-07-02 18:43:25"
1277,455,"Oscar 2012","Oscar 2012",NULL,inactive,OSC,80003F12-1587432676,oscar-2012,0,1,"2023-11-10 05:28:03"
1278,472,Montesino,Montesino,NULL,active,MONT,80003F15-1587563098,montesino,1,106,"2023-01-04 15:04:41"
1279,448,"Pura Soul","Pura Soul",NULL,active,PUR,80003F20-1587649151,pura-soul,1,98,"2023-01-06 12:06:18"
1280,479,L'Atelier,L'Atelier,"<p>L'Atelier Imports was formed in 2012 by Pete Johnson, best known as the owner of the Tatuaje cigar brand. That year, L'Atelier hit the ground running by debuting two premium cigar brands—L'Atelier and Surrogates—and two value-priced brands at the annual cigar industry trade show. The company's flagship L’Atelier brand would go on to find commercial and critical success, as it was named the No. 12 cigar of 2013 by Cigar Aficionado. Since that time, the company has added a slew of successful lines, including L'Atelier Maduro and La Mission. All L'Atelier Import cigars are rolled at the Garcia family's My Father Cigars factory in Nicaragua.<br>&nbsp;</p>",active,LAT,80003F39-1587838039,latelier,1,121,"2023-01-10 11:26:21"
1281,452,"Nat Sherman","Nat Sherman",NULL,inactive,NATS,80003F46-1587923753,nat-sherman,0,106,"2023-11-10 05:28:03"
1282,437,Norteno,Norteno,"<p>Shortly after Master Blender Willie Herrera joined Drew Estate in 2014, he created The Norteno. The dark and oily Mexican wrapper encases a vintage Honduran binder along with well aged Nicaraguan fillers from regions known for producing rich and robust taste. The result is a highly rated medium to full bodied masterpiece that Cigar Aficionado described as follows," Great construction is not the only hallmark of this cigar. It's also rich with notes of raw cocoa bean, refined milk chocolate and nougat, yet maintains its earthy qualities without becoming too sweet." Becoming a top 25 cigar was well deserved. The Robusto Grande is a top pick.</p><p>Wrapper: Mexican San Andrés maduro<br>Binder: Honduran<br>Filler: Nicaraguan – Estelí and Jalapa</p>",inactive,NOR,80003F4D-1587927273,norteno,0,106,"2023-11-10 05:28:03"
1283,444,"Odyssey Bundle","Odyssey Bundle",NULL,active,ODY,80003F4F-1587927651,odyssey-bundle,1,106,"2023-01-04 16:46:35"
1284,439,"Omar Ortez","Omar Ortez",NULL,active,OMA,80003F5A-1587932707,omar-ortez,1,106,"2023-01-04 17:19:21"
1285,439,Onyx,Onyx,NULL,active,ONY,80003F5B-1587932943,onyx,1,106,"2023-01-04 17:19:55"
1286,678,"Oscar Valladares","Oscar Valladares","<p>The Oscar Valladares Tobacco &amp; Co., is located in Danli, Honduras and started operating in 2012. The Factory was founded by Oscar Valladares, his brother Hector Valladares and Bayron Duarte. Since its inception, Oscar cigars have become more popular year after year with newcomers and seasoned smokers alike with an extensive array of blends, sizes and styles that continues growing each year.</p>",active,OSCA,80003F5F-1587933852,oscar-valladares,1,124,"2023-01-24 15:04:58"
1287,455,"Oscar Super Fly","Oscar Super Fly",NULL,inactive,OSCAR,80003F62-1587934609,oscar-super-fly,0,1,"2023-11-10 05:28:03"
1288,476,Padron,Padron,"<p>With over fifty-six years to create a perfect cigar and more than 100 years to create a perfect legacy, the Padrón Family understands the significance of time. Padron produces only the finest, handcrafted cigars with the flavor of the Cuban heritage out of which the Padrón recipe was born. The family's primary mission is the exceptional quality of their product, not the quantity produced. Hence, all Padron cigars may prove difficult to acquire more often than not. Each and every one of their products have achieved consistently high ratings over the decades with many blends outranking Cuban cigars.</p>",active,PAD,80003F65-1587935465,padron,1,98,"2023-01-06 14:16:32"
1289,437,"Pappy Van Winkle","Pappy Van Winkle",NULL,active,PAP,80003F68-1587937346,pappy-van-winkle,1,124,"2023-04-12 16:11:01"
1290,543,PDR,PDR,NULL,active,PDR,80003F6A-1587937913,pdr,1,124,"2023-02-06 16:12:02"
1291,582,Plasencia,Plasencia,"<p>With roots going back to 1865 in Cuba for five generations, the Plasencia company has become one of the largest grower of tobacco in the world with more than 6,000 employees, 4 factories, and 8 plantations in Honduras and Nicaragua, producing 40 million cigars a year. In 2017 <i><strong>Plasencia Cigars</strong></i>, the family’s own brand was launched. Néstor Andrés, Gustavo, and José Luis Plasencia introduced the Alma series, Reserva Original, and the Cosecha 146 among others along with continuing to produce over 30 other brands.</p>",active,PLA,80003F6B-1587939198,plasencia,1,121,"2022-10-19 12:17:31"
1292,439,"Primo Del Rey","Primo Del Rey",NULL,active,PRI,80003F6D-1587939932,primo-del-rey,1,1,"2022-05-01 05:24:25"
1293,640,"Perla del Mar","Perla del Mar",NULL,active,PERL,80003F77-1587997124,perla-del-mar,1,98,"2023-01-02 18:46:50"
1294,565,Quesada,Quesada,"<p>The Quesada family has been a part of the tobacco industry for over a century. When they first arrived in Cuba from Spain they were bakers by trade. It was in the late 1800s that they began their tobacco business when a debt to the family was paid with tobacco.</p><p>Today Master Blender Manolo "Manny" Quesada works with his two daughters, Patricia and Raquel and his niece Esther Quesada. Now the fifth generation of the Quesada Family runs the manufacturing facility in the Dominican Republic with over 300 people in keeping the tradition of making premium cigars.&nbsp;</p>",active,QUE,80003F78-1587997525,quesada,1,98,"2023-01-06 11:55:41"
1295,577,Regius,Regius,NULL,active,REG,80003F7C-1587998102,regius,1,1,"2022-05-01 05:24:25"
1296,659,Rosedale,Rosedale,NULL,inactive,ROSE,80003F8C-1588003519,rosedale,0,98,"2023-11-10 05:28:03"
1297,444,"Temple Hall","Temple Hall",NULL,inactive,TEM,80003F8E-1588019869,temple-hall,0,98,"2023-11-10 05:28:03"
1298,443,Zino,Zino,NULL,active,ZIN,80003F8F-1588021235,zino,1,1,"2022-05-01 05:24:25"
1299,442,"Perdomo Craft Series","Perdomo Craft Series",NULL,inactive,PERD,80003F91-1588037284,perdomo-craft-series,0,98,"2023-11-10 05:28:03"
1300,442,"Perdomo Grand Cru 2006","Perdomo Grand Cru 2006",NULL,inactive,PERDO,80003F92-1588037496,perdomo-grand-cru-2006,0,1,"2023-11-10 05:28:03"
1301,588,"Crowned Heads","Crowned Heads","<p>Crowned Heads is a Tennessee based boutique cigar company formed over ten years ago by former key executives of the CAO brand. Over the years, their offering have been highly rated and in high demand.</p>",active,CRO,8000408B-1595622407,crowned-heads,1,98,"2022-12-21 13:05:00"
1302,590,"All Saints","All Saints","<p>The All Saints Cigar company was started in 2019 by Micky Pegg and his two friends-Frank Layo and Martin Corboy. Pegg has a long history in the cigar industry that culminated with him serving as the Vice President of Sales for the CAO brand until General Cigar purchased it. Soon after the company was formed, this cigar loving trio soon turned to Rocky Patel’s Tabacalera Villa Cuba SA factory to produced their cigars. As expected, All Saints cigars have been well received and highly praised throughout the industry.</p>",active,ALL,8000411A-1596748808,all-saints,1,121,"2022-06-29 10:25:43"
1303,693,DigiWeigh,DigiWeigh,NULL,active,DIG,80004147-1597076699,digiweigh,1,59,"2023-07-02 18:37:38"
1304,591,Ronsonol,Ronsonol,NULL,active,RON,800041F3-1597338250,ronsonol,1,59,"2022-05-02 14:07:29"
1305,591,Ronson,Ronson,NULL,active,RONS,800041F9-1597339630,ronson,1,98,"2023-01-05 09:31:13"
